ope8_id,city,state,name,degrees_awarded_predominant,size,online_only,avg_net_price_pub,pell_grant_rate,retention_four_year_full_time,part_time_share,act_25th_pctl_cumulative,act_75th_pctl_cumulative,sat_average_all,sat_25th_pctl_math,sat_75th_pctl_math,sat_25th_pctl_reading,sat_75th_pctl_reading,sat_25th_pctl_writing,sat_75th_pctl_writing,race_ethn_white,race_ethn_black,race_ethn_hispanic,race_ethn_asian,race_ethn_two_or_more
100200,Normal,AL,Alabama A & M University,Predominantly bachelor's-degree granting,4051,0,13415,0.7115,0.6314,0.0622,15,19,823,350,450,370,450,NaN,NaN,0.0279,0.9501,0.0089,0.0022,0
105200,Birmingham,AL,University of Alabama at Birmingham,Predominantly bachelor's-degree granting,11200,0,14805,0.3505,0.8016,0.2579,22,28,1146,520,650,520,640,NaN,NaN,0.5987,0.259,0.0258,0.0518,0.0344
2503400,Montgomery,AL,Amridge University,Predominantly bachelor's-degree granting,322,0,NaN,0.6839,0.375,0.3727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2919,0.4224,0.0093,0.0031,0
105500,Huntsville,AL,University of Alabama in Huntsville,Predominantly bachelor's-degree granting,5525,0,17520,0.3281,0.8098,0.2395,23,29,1180,510,650,510,640,NaN,NaN,0.7012,0.131,0.0338,0.0364,0.0161
100500,Montgomery,AL,Alabama State University,Predominantly bachelor's-degree granting,5354,0,11936,0.8265,0.6219,0.0902,15,19,830,370,480,380,480,NaN,NaN,0.0161,0.9285,0.0114,0.0015,0.0064
105100,Tuscaloosa,AL,The University of Alabama,Predominantly bachelor's-degree granting,28692,0,20916,0.2107,0.87,0.0852,22,30,1171,500,640,490,620,480,600,0.7865,0.114,0.0313,0.0112,0.021
100700,Alexander City,AL,Central Alabama Community College,Predominantly associate's-degree granting,1779,0,6407,0.6515,NaN,0.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6785,0.2945,0.0118,0.0022,6e-4
100800,Athens,AL,Athens State University,Predominantly bachelor's-degree granting,2999,0,NaN,0.4107,NaN,0.5502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7513,0.1064,0.0213,0.0047,0.0133
831e3,Montgomery,AL,Auburn University at Montgomery,Predominantly bachelor's-degree granting,4322,0,11915,0.4006,0.6321,0.3061,18,23,970,NaN,NaN,NaN,NaN,NaN,NaN,0.5532,0.3031,0.0079,0.0245,0
100900,Auburn University,AL,Auburn University,Predominantly bachelor's-degree granting,19761,0,17541,0.1687,0.8946,0.0902,24,30,1215,540,650,520,620,510,620,0.8543,0.0714,0.0253,0.0213,0
101200,Birmingham,AL,Birmingham Southern College,Predominantly bachelor's-degree granting,1181,0,NaN,0.2136,0.8037,0.0119,23,29,1177,520,640,520,630,NaN,NaN,0.8103,0.094,0.0305,0.039,0.0076
1218200,Phenix City,AL,Chattahoochee Valley Community College,Predominantly associate's-degree granting,1769,0,1873,0.6116,NaN,0.4059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4675,0.4409,0.0379,0.0136,0.0107
1055400,Selma,AL,Concordia College Alabama,Predominantly bachelor's-degree granting,523,0,NaN,0.8363,0.4103,0.0631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0115,0.9388,0.0134,0.0038,0
1303906,Montgomery,AL,South University-Montgomery,Predominantly associate's-degree granting,599,0,NaN,0.7131,0.1935,0.4808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2988,0.6628,0.0117,0.0033,0
101500,Enterprise,AL,Enterprise State Community College,Predominantly associate's-degree granting,1984,0,5048,0.5121,NaN,0.3538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6411,0.2661,0.0444,0.0166,0.0176
106e3,Bay Minette,AL,James H Faulkner State Community College,Predominantly associate's-degree granting,4182,0,7404,0.4885,NaN,0.3867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7104,0.2176,0.0263,0.0072,0.0163
100300,Montgomery,AL,Faulkner University,Predominantly bachelor's-degree granting,2358,0,NaN,0.5816,0.5,0.2354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3919,0.5254,0.0178,0.0047,0.0119
101700,Gadsden,AL,Gadsden State Community College,Predominantly associate's-degree granting,5480,0,4565,0.6,NaN,0.4345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6792,0.21,0.0261,0.0055,0.019
4187200,Albertville,AL,New Beginning College of Cosmetology,Predominantly certificate-degree granting,89,0,NaN,0.4898,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9326,0.0337,0.0337,0,0
101800,Dothan,AL,George C Wallace State Community College-Dothan,Predominantly associate's-degree granting,4293,0,2681,0.5548,NaN,0.4675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6306,0.3196,0.024,0.0058,0.0128
787100,Hanceville,AL,George C Wallace State Community College-Hanceville,Predominantly associate's-degree granting,4904,0,6628,0.5017,NaN,0.4052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.875,0.0593,0.0273,0.0043,0
569900,Selma,AL,George C Wallace State Community College-Selma,Predominantly associate's-degree granting,1604,0,8712,0.7687,NaN,0.3348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2163,0.7594,0.0062,0.0069,0.0044
962107,Birmingham,AL,Herzing University-Birmingham,Predominantly certificate-degree granting,318,0,NaN,0.6373,0.5,0.4969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3491,0.5881,0.0063,0.0094,0.0314
101900,Montgomery,AL,Huntingdon College,Predominantly bachelor's-degree granting,1100,0,NaN,0.4302,0.6196,0.1836,19,24,999,420,540,420,500,NaN,NaN,0.5845,0.1918,0.02,0.0091,0.0273
2199700,Florence,AL,Heritage Christian University,Predominantly bachelor's-degree granting,67,0,NaN,0.4839,1,0.5224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7313,0.1194,0.0448,0,0.0149
526e3,Huntsville,AL,J F Drake State Community and Technical College,Predominantly certificate-degree granting,1040,0,7163,0.5873,NaN,0.3894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3096,0.6231,0.025,0.0048,0.0202
102e3,Jacksonville,AL,Jacksonville State University,Predominantly bachelor's-degree granting,7195,0,16078,0.4613,0.7112,0.2128,19,26,1036,420,540,430,540,NaN,NaN,0.6655,0.2628,0.0133,0.0053,0
102100,Brewton,AL,Jefferson Davis Community College,Predominantly associate's-degree granting,1037,0,3796,0.5283,NaN,0.4089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5853,0.297,0.0116,0.0183,0.0135
102200,Birmingham,AL,Jefferson State Community College,Predominantly associate's-degree granting,7494,0,8799,0.3579,NaN,0.6182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6894,0.2171,0.0388,0.0169,0.0259
101300,Tanner,AL,John C Calhoun State Community College,Predominantly associate's-degree granting,9970,0,5278,0.4032,NaN,0.5785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6627,0.1949,0.0396,0.0191,0.0363
102300,Marion,AL,Judson College,Predominantly bachelor's-degree granting,331,0,NaN,0.4788,0.5974,0.2115,19,24,1023,500,600,550,640,530,610,0.7915,0.145,0.0151,0.0091,0.006
105900,Birmingham,AL,Lawson State Community College-Birmingham Campus,Predominantly certificate-degree granting,2894,0,7406,0.6821,NaN,0.3825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1448,0.7557,0.0104,0.0031,0.0083
102400,Livingston,AL,University of West Alabama,Predominantly bachelor's-degree granting,1988,0,13221,0.5604,0.5781,0.1479,18,22,950,NaN,NaN,NaN,NaN,NaN,NaN,0.4291,0.4195,0.0216,0.0101,0.0091
898800,Andalusia,AL,Lurleen B Wallace Community College,Predominantly certificate-degree granting,1372,0,8041,0.5753,NaN,0.2937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7259,0.2493,0.0087,0.0058,0.0051
102600,Marion,AL,Marion Military Institute,Predominantly associate's-degree granting,411,0,11013,0.4424,NaN,0,18,26,1040,460,600,460,590,NaN,NaN,0.5766,0.2287,0.1022,0.0365,0.0292
102800,Fairfield,AL,Miles College,Predominantly bachelor's-degree granting,1663,0,NaN,0.8227,0.5476,0.0523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.018,0.9693,0.0054,0,0.0066
102900,Mobile,AL,University of Mobile,Predominantly bachelor's-degree granting,1472,0,NaN,0.5032,0.7727,0.1461,20,25,1058,470,680,470,610,NaN,NaN,0.6461,0.216,0.0122,0.0095,0.017
100400,Montevallo,AL,University of Montevallo,Predominantly bachelor's-degree granting,2610,0,15003,0.4136,0.7365,0.1004,20,26,1070,465,550,495,613,440,580,0.7368,0.1398,0.023,0.0065,0.018
569700,Muscle Shoals,AL,Northwest-Shoals Community College,Predominantly associate's-degree granting,3235,0,4678,0.5233,NaN,0.4331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8195,0.127,0.0343,0.0031,0.0071
101600,Florence,AL,University of North Alabama,Predominantly bachelor's-degree granting,5536,0,11476,0.4192,0.7079,0.1358,19,25,1028,433,530,413,565,NaN,NaN,0.715,0.1384,0.0246,0.0038,0.0208
103100,Rainsville,AL,Northeast Alabama Community College,Predominantly associate's-degree granting,2376,0,2544,0.628,NaN,0.3973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8885,0.0181,0.0526,0.0055,0.0034
103300,Huntsville,AL,Oakwood University,Predominantly bachelor's-degree granting,1854,0,NaN,0.5066,0.7876,0.0453,17,22,924,400,510,410,513,NaN,NaN,0.0102,0.8495,0.0237,0.0016,0
103400,Monroeville,AL,Alabama Southern Community College,Predominantly associate's-degree granting,1218,0,4998,0.5602,NaN,0.2726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5452,0.4187,0.0074,0.0057,0.0016
2296e3,Montgomery,AL,Prince Institute-Southeast,Predominantly associate's-degree granting,102,0,NaN,0.6446,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6667,0.2745,0.0294,0.0098,0
569200,Evergreen,AL,Reid State Technical College,Predominantly certificate-degree granting,414,0,4912,0.701,NaN,0.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.471,0.4928,0.0121,0.0024,0.0024
103e3,Mobile,AL,Bishop State Community College,Predominantly associate's-degree granting,3363,0,5145,0.6352,NaN,0.3547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2551,0.672,0.0152,0.0149,0.0095
103600,Birmingham,AL,Samford University,Predominantly bachelor's-degree granting,2995,0,NaN,0.1494,0.8673,0.0504,23,28,1153,510,610,500,630,500,610,0.8114,0.0664,0.0664,0.008,0.01
4067300,Selma,AL,Selma University,Predominantly bachelor's-degree granting,447,0,NaN,0.75,0.4202,0.2841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0336,0.9664,0,0,0
569100,Tuscaloosa,AL,Shelton State Community College,Predominantly associate's-degree granting,4859,0,8587,0.5217,NaN,0.495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5526,0.347,0.0047,0.0111,0.0132
103800,Boaz,AL,Snead State Community College,Predominantly associate's-degree granting,2161,0,3884,0.5743,NaN,0.2883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8242,0.0551,0.0689,0.0079,0
105700,Mobile,AL,University of South Alabama,Predominantly bachelor's-degree granting,11048,0,13027,0.3743,0.6787,0.2076,20,26,1064,435,565,440,550,420,520,0.6374,0.229,0.0246,0.0337,0.0226
104100,Mobile,AL,Spring Hill College,Predominantly bachelor's-degree granting,1269,0,NaN,0.3328,0.7559,0.0504,21,27,1100,480,600,480,600,480,610,0.6643,0.1608,0.0875,0.0071,0.0236
2270400,Birmingham,AL,Southeastern Bible College,Predominantly bachelor's-degree granting,160,0,NaN,0.6089,0.6429,0.1875,16,25,970,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.2938,0.0313,0,0.0063
104400,Tuscaloosa,AL,Stillman College,Predominantly bachelor's-degree granting,863,0,NaN,0.7429,0.6123,0.0637,17,20,882,383,438,350,450,NaN,NaN,0.0626,0.9224,0.0104,0.0023,0
104600,Talladega,AL,Talladega College,Predominantly bachelor's-degree granting,894,0,NaN,0.9663,0.3285,0.0503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0391,0.8949,0.0257,0.0045,0.0034
573400,Montgomery,AL,H Councill Trenholm State Technical College,Predominantly certificate-degree granting,1262,0,6067,0.6097,NaN,0.4374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4263,0.5523,0.0048,0.0095,0.0024
104700,Troy,AL,Troy University,Predominantly bachelor's-degree granting,16208,0,11168,0.4758,0.7389,0.438,18,24,990,NaN,NaN,NaN,NaN,NaN,NaN,0.4908,0.3672,0.0297,0.0083,0.0201
105e3,Tuskegee,AL,Tuskegee University,Predominantly bachelor's-degree granting,2584,0,NaN,0.6453,0.7242,0.0449,18,22,937,400,520,400,510,NaN,NaN,0.0019,0.7752,0.0019,8e-4,0
2170600,Daphne,AL,United States Sports Academy,Predominantly bachelor's-degree granting,80,0,NaN,0.4701,NaN,0.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2125,0.1125,0.0875,0.025,0.0125
573300,Jasper,AL,Bevill State Community College,Predominantly associate's-degree granting,3212,0,8303,0.5844,NaN,0.4384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8032,0.1541,0.014,0.0044,0.0075
1146200,Anchorage,AK,University of Alaska Anchorage,Predominantly bachelor's-degree granting,13116,0,8160,0.2473,0.7062,0.4516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5759,0.0361,0.0735,0.0722,0.0982
884300,Palmer,AK,Alaska Bible College,Predominantly certificate-degree granting,26,0,NaN,0.2182,0.6,0.1923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8846,0,0.0385,0,0.0385
106300,Fairbanks,AK,University of Alaska Fairbanks,Predominantly bachelor's-degree granting,5729,0,9372,0.2349,0.7687,0.3795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4486,0.0229,0.0504,0.0133,0.0424
106500,Juneau,AK,University of Alaska Southeast,Predominantly bachelor's-degree granting,1488,0,9462,0.1834,0.7158,0.4899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4751,0.0081,0.0551,0.0276,0.0605
106100,Anchorage,AK,Alaska Pacific University,Predominantly bachelor's-degree granting,340,0,NaN,0.2791,0.6667,0.3853,20,24,1008,450,510,465,575,435,568,0.5441,0.0294,0.0353,0.0176,0.0971
3160300,Seward,AK,AVTEC-Alaska's Institute of Technology,Predominantly certificate-degree granting,1347,0,NaN,0.1163,NaN,0.7765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5702,0.0171,0.0364,0.0082,0.0431
2576900,Anchorage,AK,Charter College-Anchorage,Predominantly certificate-degree granting,2191,0,NaN,0.6598,0.4333,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.429,0.0374,0.3241,0.0196,0.0612
1146205,Valdez,AK,Prince William Sound Community College,Predominantly associate's-degree granting,134,0,8775,0.2092,NaN,0.6493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3657,0,0.0672,0,0.0075
2541e3,Anchorage,AK,Alaska Career College,Predominantly certificate-degree granting,335,0,NaN,0.6181,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,0.1164,0.0806,0.1493,0.0478
966403,Tucson,AZ,Empire Beauty School-Tucson,Predominantly certificate-degree granting,175,0,NaN,0.7843,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2343,0.1029,0.5657,0.0114,0.0171
2199900,Phoenix,AZ,American Indian College of the Assemblies of God Inc,Predominantly bachelor's-degree granting,77,0,NaN,0.7945,0.6667,0.1169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0649,0.1169,0.1948,0,0
2317800,Phoenix,AZ,American Institute of Technology,Predominantly certificate-degree granting,278,0,NaN,0.4933,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5144,0.241,0.1331,0.0144,0
2100600,Phoenix,AZ,Carrington College-Phoenix,Predominantly certificate-degree granting,676,0,NaN,0.7255,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2618,0.0784,0.5429,0.0044,0.0118
2100611,Mesa,AZ,Carrington College-Mesa,Predominantly certificate-degree granting,691,0,NaN,0.7296,NaN,0.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4486,0.0463,0.3343,0.026,0.0072
2100607,Tucson,AZ,Carrington College-Tucson,Predominantly certificate-degree granting,440,0,NaN,0.6507,NaN,0.0068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2614,0.0364,0.6136,0.0023,0.0136
3120300,Flagstaff,AZ,College America-Flagstaff,Predominantly associate's-degree granting,209,0,NaN,0.8431,0.6522,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2727,0.0144,0.1053,0,0.0048
886400,Tucson,AZ,Arizona Academy of Beauty-East,Predominantly certificate-degree granting,47,0,NaN,0.575,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.383,0.0213,0.4894,0.0213,0.0638
2218800,Phoenix,AZ,Brookline College-Phoenix,Predominantly certificate-degree granting,828,0,NaN,0.6609,0.4471,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3249,0.2077,0.2512,0.0193,0.0145
108100,Tempe,AZ,Arizona State University-Tempe,Predominantly bachelor's-degree granting,38480,0,11480,0.3376,0.844,0.0943,22,28,1145,520,650,500,620,NaN,NaN,0.5755,0.0398,0.1853,0.0677,0.0376
107100,Yuma,AZ,Arizona Western College,Predominantly certificate-degree granting,7442,0,9095,0.5803,NaN,0.6318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1892,0.0325,0.6517,0.0106,8e-4
108300,Tucson,AZ,University of Arizona,Predominantly bachelor's-degree granting,31399,0,13617,0.3265,0.8148,0.099,21,27,1106,500,630,483,600,480,590,0.5464,0.0333,0.2444,0.0561,0.0417
2491500,Tucson,AZ,Southwest University of Visual Arts-Tucson,Predominantly bachelor's-degree granting,216,0,NaN,0.5308,0.8462,0.4167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5324,0.0648,0.287,0.0093,0
728300,Coolidge,AZ,Central Arizona College,Predominantly associate's-degree granting,5462,0,4310,0.4644,NaN,0.6335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4713,0.0751,0.2697,0.0157,0.0368
4051325,Tucson,AZ,Brown Mackie College-Tucson,Predominantly associate's-degree granting,684,0,NaN,0.8355,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3596,0.1228,0.4137,0.0175,0
2280500,Lake Havasu City,AZ,Charles of Italy Beauty College,Predominantly certificate-degree granting,83,0,NaN,0.6291,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7952,0.0843,0.1205,0,0
107200,Douglas,AZ,Cochise College,Predominantly associate's-degree granting,3787,0,5017,0.308,NaN,0.5862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4212,0.0562,0.4423,0.0172,0.0232
1054207,Flagstaff,AZ,Empire Beauty School-Flagstaff,Predominantly certificate-degree granting,53,0,NaN,0.7474,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4906,0,0.1698,0,0.1698
1054208,Chandler,AZ,Empire Beauty School-Chandler,Predominantly certificate-degree granting,113,0,NaN,0.7113,NaN,0.2389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3009,0.2655,0.3009,0.0088,0.0177
2582700,Tucson,AZ,Cortiva Institute-Tucson,Predominantly certificate-degree granting,143,0,NaN,0.7105,NaN,0.3287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5664,0.049,0.3427,0.021,0
1085800,Mesa,AZ,Avalon School of Cosmetology-Mesa,Predominantly certificate-degree granting,273,0,NaN,0.7927,NaN,0.3516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5238,0.1062,0.2784,0.0073,0.0037
107300,Thatcher,AZ,Eastern Arizona College,Predominantly certificate-degree granting,4812,0,534,0.1975,NaN,0.6002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6025,0.0426,0.1989,0.0114,0.0106
147902,Prescott,AZ,Embry-Riddle Aeronautical University-Prescott,Predominantly bachelor's-degree granting,1802,0,NaN,0.2884,0.828,0.0638,23,29,1171,540,650,500,630,490,600,0.6016,0.0172,0.0755,0.0494,0.076
2533200,Scottsdale,AZ,Frank Lloyd Wright School of Architecture,Predominantly bachelor's-degree granting,2,0,NaN,0.3333,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0,0,0,0
107600,Glendale,AZ,Glendale Community College,Predominantly certificate-degree granting,16623,0,7763,0.3814,NaN,0.6083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4524,0.0771,0.3214,0.0413,0.0208
107400,Phoenix,AZ,Grand Canyon University,Predominantly bachelor's-degree granting,34643,0,NaN,0.5262,0.5878,0.7698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4427,0.2075,0.1452,0.0437,0.0252
1218400,Mesa,AZ,International Academy of Hair Design,Predominantly certificate-degree granting,210,0,NaN,0.7182,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3667,0.1571,0.3857,0.0095,0.0286
830300,Phoenix,AZ,GateWay Community College,Predominantly certificate-degree granting,5653,0,8106,0.3374,NaN,0.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3807,0.1206,0.3004,0.0343,0.0103
107700,Mesa,AZ,Mesa Community College,Predominantly certificate-degree granting,20120,0,8868,0.3726,NaN,0.6501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5103,0.0702,0.2252,0.0395,0.0173
732990,Tucson,AZ,ITT Technical Institute-Tucson,Predominantly associate's-degree granting,409,0,NaN,0.7304,NaN,0.2543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4034,0.0538,0.3716,0.0171,0.0391
732911,Tempe,AZ,ITT Technical Institute-Tempe,Predominantly associate's-degree granting,498,0,NaN,0.68,0,0.2129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4518,0.1044,0.2309,0.0281,0.0301
1186400,Kingman,AZ,Mohave Community College,Predominantly certificate-degree granting,4759,0,11346,0.4772,NaN,0.713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7375,0.0116,0.1769,0.0137,0.0177
2100500,Phoenix,AZ,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Predominantly certificate-degree granting,2049,0,NaN,0.4818,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7213,0.0351,0.0918,0.0024,0.06
824600,Tsaile,AZ,Dine College,Predominantly associate's-degree granting,1402,0,8382,0.8223,0.8,0.3552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036,0,7e-4,0.0029,0
108200,Flagstaff,AZ,Northern Arizona University,Predominantly bachelor's-degree granting,22011,0,15011,0.3778,0.7178,0.1561,20,25,1050,470,580,470,580,450,560,0.628,0.0325,0.1925,0.016,0.0478
1186200,Holbrook,AZ,Northland Pioneer College,Predominantly certificate-degree granting,1641,0,9172,0.2942,NaN,0.7313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.468,0.0055,0.0713,0.0085,0.0079
193701,Phoenix,AZ,Ottawa University-Phoenix,Predominantly bachelor's-degree granting,335,0,NaN,0.5982,NaN,0.994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3881,0.0955,0.1373,0.009,0.003
107800,Phoenix,AZ,Phoenix College,Predominantly certificate-degree granting,10234,0,8091,0.4733,NaN,0.6956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2753,0.1256,0.4205,0.0341,0.0139
2623800,Scottsdale,AZ,Cortiva Institute-Scottsdale,Predominantly certificate-degree granting,87,0,NaN,0.5497,NaN,0.4483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5977,0.046,0.1494,0.0115,0.0115
2098800,Tempe,AZ,University of Phoenix-Phoenix Campus,Predominantly bachelor's-degree granting,3044,0,NaN,0.5242,0.4605,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3292,0.0818,0.1961,0.0112,0.0207
726600,Tucson,AZ,Pima Community College,Predominantly certificate-degree granting,26600,0,2759,0.3268,NaN,0.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4269,0.0468,0.4159,0.0291,0.0315
2217100,Tucson,AZ,Pima Medical Institute-Tucson,Predominantly certificate-degree granting,1726,0,NaN,0.4898,0.8056,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4334,0.0603,0.3917,0.0429,0.0365
2217103,Albuquerque,NM,Pima Medical Institute-Albuquerque,Predominantly certificate-degree granting,930,0,NaN,0.6183,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2398,0.0204,0.5161,0.0129,0.0226
2065300,Prescott,AZ,Prescott College,Predominantly bachelor's-degree granting,540,0,NaN,0.4547,0.7344,0.187,22,30,1094,420,600,480,640,490,580,0.7296,0.0148,0.0574,0.0111,0.0389
1168900,Phoenix,AZ,Refrigeration School Inc,Predominantly certificate-degree granting,621,0,NaN,0.6453,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4267,0.0741,0.2512,0.0097,0.0451
2177500,Tempe,AZ,Rio Salado College,Predominantly certificate-degree granting,10217,0,8214,0.2559,NaN,0.8054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5498,0.1313,0.1929,0.0207,0.0207
2113800,Phoenix,AZ,Roberto-Venn School of Luthiery,Predominantly certificate-degree granting,39,0,NaN,0.4667,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8462,0,0.0769,0.0256,0
3005e3,Safford,AZ,Hair Academy of Safford,Predominantly certificate-degree granting,64,0,NaN,0.587,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5469,0.0313,0.3438,0.0313,0
830400,Scottsdale,AZ,Scottsdale Community College,Predominantly associate's-degree granting,7687,0,9264,0.2196,NaN,0.6065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.607,0.0485,0.1578,0.0265,0.0222
