ope8_id,city,state,name,degrees_awarded_predominant,size,online_only,avg_net_price_pub,pell_grant_rate,retention_four_year_full_time,part_time_share,act_25th_pctl_cumulative,act_75th_pctl_cumulative,sat_average_all,sat_25th_pctl_math,sat_75th_pctl_math,sat_25th_pctl_reading,sat_75th_pctl_reading,sat_25th_pctl_writing,sat_75th_pctl_writing,race_ethn_white,race_ethn_black,race_ethn_hispanic,race_ethn_asian,race_ethn_two_or_more
4141100,Spring Lake,MI,French Academy of Cosmetology,Predominantly certificate-degree granting,73,0,NaN,0.3679,NaN,0.6301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8356,0.0548,0.0274,0,0.0685
4130600,St. Louis,MO,Healing Arts Center,Predominantly certificate-degree granting,119,0,NaN,0.3529,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8067,0.1429,0.0084,0,0.0336
4145700,Springfield,MO,Paul Mitchell the School-Springfield,Predominantly certificate-degree granting,97,0,NaN,0.4958,NaN,0.2268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9175,0.0309,0.0412,0.0103,0
4140200,Clinton,MS,Mississippi Institute of Aesthetics Nails & Cosmetology,Predominantly certificate-degree granting,58,0,NaN,0.3404,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8793,0.0862,0,0.0345,0
4211800,Nampa,ID,College of Western Idaho,Predominantly associate's-degree granting,8164,0,7193,0.5727,NaN,0.5225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6417,0.0214,0.1437,0.0145,0.0227
4140700,Chapel Hill,NC,Aveda Institute-Chapel Hill,Predominantly certificate-degree granting,156,0,NaN,0.4713,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5769,0.2244,0.0769,0.0321,0.0705
4131200,Union City,NJ,Total Image Beauty Academy,Predominantly certificate-degree granting,136,0,NaN,0.6532,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,0,0
4134100,Teterboro,NJ,Jersey College,Predominantly certificate-degree granting,1887,0,NaN,0.4793,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1473,0.6269,0.0832,0.0238,0.0079
4136400,Piscataway,NJ,American Institute of Medical Sciences & Education,Predominantly certificate-degree granting,274,0,NaN,0.3042,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4672,0.1022,0.1898,0.219,0.0073
4147600,Las Vegas,NV,Casal Institute of Nevada,Predominantly certificate-degree granting,115,0,NaN,0.4833,NaN,0.0783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4609,0.0783,0.2261,0.0696,0.1304
4125600,Staten Island,NY,Career School of NY,Predominantly certificate-degree granting,62,0,NaN,0.8642,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4194,0.3548,0.2258,0,0
4134e3,Ballston Spa,NY,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,Predominantly certificate-degree granting,72,0,NaN,0.588,NaN,0.4444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8889,0.0694,0.0417,0,0
4138100,Brooklyn,NY,Yeshiva of Machzikai Hadas,Predominantly bachelor's-degree granting,347,0,NaN,0.7874,0.8451,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0
4137800,Columbus,OH,Aveda Institute-Columbus,Predominantly certificate-degree granting,271,0,NaN,0.3374,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6568,0.2583,0.0148,0.0037,0.059
4149100,Cincinnati,OH,Paul Mitchell the School-Cincinnati,Predominantly certificate-degree granting,244,0,NaN,0.4144,NaN,0.2131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8074,0.1516,0.0041,0.0082,0.0082
4133600,Cushing,OK,Cutter's Edge School of Cosmetology,Predominantly certificate-degree granting,12,0,NaN,0.7308,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8333,0,0,0,0.1667
3970300,Mesquite,TX,Hands on Therapy,Predominantly certificate-degree granting,72,0,NaN,0.8969,NaN,0.5972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5278,0.2222,0.2222,0.0139,0
4129800,Dallas,TX,MediaTech Institute-Dallas,Predominantly certificate-degree granting,176,0,NaN,0.9328,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2898,0.4886,0.1818,0,0.0341
4136500,DeSoto,TX,PCCenter,Predominantly certificate-degree granting,60,0,NaN,0.95,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.85,0.15,0,0
4142300,San Antonio,TX,Aveda Institute-San Antonio,Predominantly certificate-degree granting,303,0,NaN,0.6641,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3663,0.0297,0.5908,0.0033,0
4145500,Salt Lake City,UT,Skin Science Institute,Predominantly certificate-degree granting,67,0,NaN,0.2264,NaN,0.4925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8657,0,0.0896,0.0448,0
414e4,Alexandria,VA,Global Health College,Predominantly certificate-degree granting,265,0,NaN,0.2929,NaN,0.6491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0302,0.2981,0.0528,0.0453,0.0075
4137900,Waukesha,WI,Brensten Education,Predominantly certificate-degree granting,402,0,NaN,0.3731,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5945,0.2886,0.0547,0.0547,0.005
3361401,Dothan,AL,Fortis College-Dothan,Predominantly certificate-degree granting,208,0,NaN,0.4931,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4712,0.5048,0.0096,0,0
2341001,Pensacola,FL,Fortis Institute-Pensacola,Predominantly certificate-degree granting,817,0,NaN,0.5977,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6585,0.2607,0.0343,0.0196,0.0171
2341002,Montgomery,AL,Fortis College-Montgomery,Predominantly certificate-degree granting,363,0,NaN,0.6765,NaN,0.2011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2231,0.7355,0.0138,0.011,0
4143800,Woodland,CA,Woodland Community College,Predominantly associate's-degree granting,2397,0,4966,0.3163,NaN,0.6633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3045,0.0288,0.4572,0.0947,0.0355
469205,Farmington Hills,MI,Dorsey Business Schools-Farmington Hills,Predominantly certificate-degree granting,97,0,NaN,0.8125,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3402,0.5052,0.0309,0.0309,0.0722
469206,Roseville,MI,Dorsey Business Schools-Roseville Culinary Academy,Predominantly certificate-degree granting,165,0,NaN,0.802,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1273,0.8,0.0121,0.0061,0.0303
2609204,Memphis,TN,Vatterott College-Appling Farms,Predominantly certificate-degree granting,355,0,NaN,0.2835,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1746,0.7831,0.0225,0.0028,0.0141
464607,Moorhead,MN,Minnesota School of Business-Moorhead,Predominantly associate's-degree granting,171,0,NaN,0.5278,1,0.2573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8596,0.0117,0.0526,0.0058,0.0117
4051323,Boise,ID,Brown Mackie College-Boise,Predominantly associate's-degree granting,393,0,NaN,0.8132,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8422,0.0305,0.1018,0.0153,0
4051324,Tulsa,OK,Brown Mackie College-Tulsa,Predominantly associate's-degree granting,604,0,NaN,0.8211,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5629,0.25,0.0563,0.0132,0
3010803,Birmingham,AL,Fortis Institute-Birmingham,Predominantly certificate-degree granting,711,0,NaN,0.8571,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.097,0.8537,0.0183,0.007,0.0014
2614205,Greenville,NC,Miller-Motte College-Greenville,Predominantly certificate-degree granting,446,0,NaN,0.9299,NaN,0.3969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2108,0.7377,0.0381,0,0.009
4066300,Mobile,AL,Cardiac and Vascular Institute of Ultrasound,Predominantly certificate-degree granting,38,0,NaN,0.6087,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9211,0.0526,0,0.0263,0
3010618,Jacksonville,FL,Virginia College-Jacksonville,Predominantly associate's-degree granting,629,0,NaN,0.803,NaN,0.2576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2989,0.5882,0.0652,0.0095,0.0079
4152900,Chandler,AZ,Studio Academy of Beauty,Predominantly certificate-degree granting,363,0,NaN,0.8227,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5675,0.1047,0.259,0.0138,0.0138
3935300,Palm Springs,CA,California Nurses Educational Institute,Predominantly certificate-degree granting,223,0,NaN,0.451,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1794,0.0673,0.6592,0.0807,0.009
4150300,Carson,CA,RWM Fiber Optics,Predominantly certificate-degree granting,73,0,NaN,0.7787,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0685,0.6438,0.274,0.0137,0
4152800,Sacramento,CA,Paul Mitchell the School-Sacramento,Predominantly certificate-degree granting,348,0,NaN,0.5607,NaN,0.2902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3649,0.1925,0.2557,0.0402,0.0776
4153900,Pasadena,CA,Providence Christian College,Predominantly bachelor's-degree granting,66,0,NaN,0.4219,0.6364,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7879,0.0303,0.0455,0.0606,0.0303
4145400,Seymour,CT,Oxford Academy of Hair Design,Predominantly certificate-degree granting,107,0,NaN,0.4072,NaN,0.4766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8131,0.028,0.1028,0,0
4148500,Greenacres,FL,Medical Institute of Palm Beach,Predominantly certificate-degree granting,122,0,NaN,0.9841,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0492,0.6148,0.3279,0,0
4147700,Gainsville,GA,Lake Lanier School of Massage,Predominantly certificate-degree granting,155,0,NaN,0.7224,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.471,0.4452,0.0839,0,0
4155200,Boise,ID,Oliver Finley Academy of Cosmetology,Predominantly certificate-degree granting,192,0,NaN,0.551,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9063,0.0052,0.0781,0,0.0104
4146e3,Van Nuys,CA,National Career College,Predominantly certificate-degree granting,43,0,NaN,0.9211,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.186,0.093,0.4884,0.2326,0
4141e3,Chicago,IL,Aveda Institute-Chicago,Predominantly certificate-degree granting,183,0,NaN,0.4636,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5956,0.1749,0.1803,0.0219,0.0219
4147100,Libertyville,IL,Tricoci University of Beauty Culture-Libertyville,Predominantly certificate-degree granting,150,0,NaN,0.4192,NaN,0.3667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6067,0.1333,0.18,0.02,0.0533
4147200,Bridgeview,IL,Tricoci University of Beauty Culture-Bridgeview,Predominantly certificate-degree granting,165,0,NaN,0.463,NaN,0.3515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3333,0.303,0.3212,0.0061,0.0121
4151800,Frederick,MD,The Temple-A Paul Mitchell Partner School,Predominantly certificate-degree granting,216,0,NaN,0.3681,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7824,0.1111,0.0417,0.0046,0.0046
4129400,Asheville,NC,Center for Massage & Natural Health,Predominantly certificate-degree granting,58,0,NaN,0.4889,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9655,0.0172,0,0,0
4144400,Oklahoma City,OK,Academy of Hair Design-Oklahoma City,Predominantly certificate-degree granting,55,0,NaN,0.6582,NaN,0.4909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6909,0.1455,0,0.0182,0.0182
4024300,Greensburg,PA,Education and Technology Institute,Predominantly certificate-degree granting,15,0,NaN,0.64,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8667,0,0,0,0
4145800,Downington,PA,Pulse Beauty Academy-A Paul Mitchell Partner School,Predominantly certificate-degree granting,138,0,NaN,0.3333,NaN,0.1449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8696,0.087,0.029,0.0145,0
4131600,Cayey,PR,Liberty Technical College,Predominantly certificate-degree granting,109,0,NaN,0.7806,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,0,0
4141200,Cranston,RI,Toni & Guy Hairdressing Academy-Cranston,Predominantly certificate-degree granting,139,0,NaN,0.4314,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8705,0.0432,0.0719,0.0144,0
4146800,San Benito,TX,South Texas Training Center,Predominantly certificate-degree granting,136,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0294,0,0.9706,0,0
4127300,Fairfax,VA,Columbia College,Predominantly certificate-degree granting,297,0,NaN,0.4314,NaN,0.1481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1246,0,0.1886,0.2896,0
4146900,South Burlington,VT,Advanced Welding Institute,Predominantly certificate-degree granting,53,0,NaN,0.5082,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9623,0,0,0,0.0377
927006,Sterling,VA,The Art Institute of Washington-Dulles,Predominantly bachelor's-degree granting,243,0,NaN,0.5,0.6364,0.2387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2346,0.0988,0.1564,0.0288,0.037
3253300,Bartlett,TN,Paul Mitchell the School-Memphis,Predominantly certificate-degree granting,143,0,NaN,0.4087,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6503,0.3077,0.035,0,0
2217111,Mesa,AZ,Pima Medical Institute-East Valley,Predominantly certificate-degree granting,511,0,NaN,0.3594,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.589,0.047,0.2818,0.0274,0.0235
3010620,North Charleston,SC,Virginia College-Charleston,Predominantly certificate-degree granting,425,0,NaN,0.8909,0.4531,0.2565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2024,0.7459,0.0235,0.0024,0.0165
4126e3,Twinsburg,OH,The Ohio Academy Paul Mitchell Partner School-Cleveland,Predominantly certificate-degree granting,181,0,NaN,0.4727,NaN,0.2762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6077,0.3315,0.0221,0.011,0.0166
4153300,Columbus,OH,The Ohio Academy Paul Mitchell Partner School-Columbus,Predominantly certificate-degree granting,216,0,NaN,0.3741,NaN,0.2407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.75,0.1991,0.0185,0,0.0093
4152300,Dalton,GA,Georgia Beauty Academy,Predominantly certificate-degree granting,131,0,NaN,0.4914,NaN,0.3893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8244,0.0305,0.1374,0,0.0076
966409,Lauderhill,FL,Empire Beauty School-Lauderhill,Predominantly certificate-degree granting,101,0,NaN,0.599,NaN,0.2277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1881,0.604,0.1386,0.0198,0
945912,Spring Lake Park,MN,Empire Beauty School-Spring Lake Park,Predominantly certificate-degree granting,110,0,NaN,0.8061,NaN,0.2909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2727,0.4545,0.0455,0.0636,0.1273
4129801,Austin,TX,MediaTech Institute-Austin,Predominantly certificate-degree granting,87,0,NaN,0.4485,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5172,0.1839,0.2529,0.023,0.0115
4129802,Houston,TX,MediaTech Institute-Houston,Predominantly certificate-degree granting,126,0,NaN,0.9579,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1587,0.5873,0.2143,0.0079,0.0317
2190702,Phoenix,AZ,Fortis College-Phoenix,Predominantly certificate-degree granting,271,0,NaN,0.8731,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2804,0.1697,0.3137,0.0111,0.0406
499202,Raleigh,NC,Miller-Motte College-Raleigh,Predominantly associate's-degree granting,459,0,NaN,0.878,NaN,0.3791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2092,0.6558,0.085,0.0065,0.0044
2128302,San Antonio,TX,Lamson Institute,Predominantly certificate-degree granting,169,0,NaN,0.7011,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1538,0.1124,0.7219,0.0059,0
2079701,Lincoln,NE,College of Hair Design-East Campus,Predominantly certificate-degree granting,114,0,NaN,0.3724,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9035,0.0175,0.0263,0.0088,0.0351
3031400,Tampa,FL,International Academy of Design and Technology-Online,Predominantly associate's-degree granting,1251,1,NaN,0.7592,0.4231,0.1111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.494,0.2598,0.0855,0.0088,0.048
2569307,St Peters,MO,Le Cordon Bleu College of Culinary Arts-St Louis,Predominantly certificate-degree granting,302,0,NaN,0.4439,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7119,0.2318,0.0033,0.0199,0.0033
2615003,San Antonio,TX,Sanford-Brown College-San Antonio,Predominantly certificate-degree granting,274,0,NaN,0.5782,NaN,0.0292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2153,0.1022,0.2299,0.0146,0
2611005,Wichita,KS,Heritage College-Wichita,Predominantly certificate-degree granting,390,0,NaN,0.5785,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7,0.1282,0.1282,0.0205,0.0154
3115102,Little Rock,AR,Heritage College-Little Rock,Predominantly certificate-degree granting,413,0,NaN,0.6958,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4189,0.523,0.0291,0.0097,0.0097
2179907,Phoenix,AZ,Argosy University-Phoenix Online Division,Predominantly bachelor's-degree granting,8917,1,NaN,0.709,0.2901,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.514,0.3068,0.0803,0.0059,0
736202,Greenwood,IN,MedTech College-Greenwood Campus,Predominantly associate's-degree granting,551,0,NaN,0.7599,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7368,0.0599,0.0218,0.0127,0.1397
736204,Ft. Wayne,IN,MedTech College-Ft Wayne Campus,Predominantly associate's-degree granting,357,0,NaN,0.7397,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6863,0.2129,0.0476,0.0084,0.0336
736205,Lexington,KY,MedTech College-Lexington Campus,Predominantly associate's-degree granting,180,0,NaN,0.8098,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6222,0.3222,0.0222,0,0.0222
10732932,Madison,MS,ITT Technical Institute-Madison,Predominantly associate's-degree granting,231,0,NaN,0.7333,NaN,0.1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2165,0.7359,0.0087,0.0043,0.013
10732929,Springfield,MO,ITT Technical Institute-Springfield,Predominantly associate's-degree granting,206,0,NaN,0.822,NaN,0.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8544,0.0485,0.0243,0.0194,0.0049
10732907,Huntington,WV,ITT Technical Institute-Huntington,Predominantly associate's-degree granting,263,0,NaN,0.7902,NaN,0.2319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9087,0.0532,0.0038,0,0.0114
732977,Concord,CA,ITT Technical Institute-Concord,Predominantly associate's-degree granting,258,0,NaN,0.7038,NaN,0.1938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2907,0.1783,0.2442,0.1822,0.0388
732984,Fort Myers,FL,ITT Technical Institute-Fort Myers,Predominantly associate's-degree granting,339,0,NaN,0.7028,NaN,0.3392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5457,0.1917,0.1622,0.0088,0.0236
732957,Charlotte,NC,ITT Technical Institute-Charlotte North,Predominantly associate's-degree granting,416,0,NaN,0.799,NaN,0.2284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2236,0.6298,0.0817,0.0192,0.024
941202,Salt Lake City,UT,Fortis College-Salt Lake City,Predominantly associate's-degree granting,333,0,NaN,0.6237,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7568,0.021,0.1261,0.021,0.027
2100001,Miami,FL,Polytechnic University of Puerto Rico-Miami,Predominantly bachelor's-degree granting,63,0,NaN,0.5556,0.3333,0.6984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0159,0.9841,0,0
2100002,Orlando,FL,Polytechnic University of Puerto Rico-Orlando,Predominantly bachelor's-degree granting,82,0,NaN,0.5893,0,0.7927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0244,0,0.9756,0,0
2533602,Fort Wayne,IN,Ross Medical Education Center-Fort Wayne,Predominantly certificate-degree granting,138,0,NaN,0.564,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5652,0.3116,0.0797,0,0.029
2099704,Portage,MI,Ross Medical Education Center-Portage,Predominantly certificate-degree granting,136,0,NaN,0.5309,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8088,0.1103,0.0588,0.0147,0
1040602,Fargo,ND,Josef's School of Hair Design Inc-Fargo West,Predominantly certificate-degree granting,42,0,NaN,0.3953,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0
2052704,Claremore,OK,Northeast Technology Center-Claremore,Predominantly certificate-degree granting,57,0,14520,0.2055,NaN,0.2807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7193,0.0702,0.0175,0.0175,0.0526
1309501,Fontana,CA,Salon Success Academy-Fontana,Predominantly certificate-degree granting,54,0,NaN,0.8929,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1111,0.1111,0.7593,0,0
1309502,Redlands,CA,Salon Success Academy-Redlands,Predominantly certificate-degree granting,93,0,NaN,0.7278,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3871,0.086,0.4516,0.043,0.0215
4051327,Phoenix,AZ,Brown Mackie College-Phoenix,Predominantly associate's-degree granting,637,0,NaN,0.782,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4521,0.1413,0.3093,0.0235,0
145974,Scott Depot,WV,Strayer University-West Virginia,Predominantly associate's-degree granting,177,0,NaN,0.7458,NaN,0.9266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8983,0.0452,0.0056,0,0.0226
1049045,Tinley Park,IL,Regency Beauty Institute-Tinley Park,Predominantly certificate-degree granting,85,0,NaN,0.9358,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0353,0.5412,0,0,0.0353
1049044,Columbia,SC,Regency Beauty Institute-Columbia,Predominantly certificate-degree granting,39,0,NaN,0.7763,NaN,0.3077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2308,0.1538,0.0256,0,0.0256
1049046,Mishawaka,IN,Regency Beauty Institute-South Bend,Predominantly certificate-degree granting,102,0,NaN,0.8204,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2843,0.1765,0.0588,0.0098,0.0588
1049049,Shelby Township,MI,Regency Beauty Institute-Detroit Lakeside,Predominantly certificate-degree granting,102,0,NaN,0.6946,NaN,0.2941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3039,0.1863,0,0,0.0392
1049047,Fort Myers,FL,Regency Beauty Institute-Fort Myers,Predominantly certificate-degree granting,40,0,NaN,0.8429,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.35,0.05,0.15,0,0.15
1049048,Arlington,TX,Regency Beauty Institute-Arlington,Predominantly certificate-degree granting,96,0,NaN,0.7657,NaN,0.2917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1667,0.3646,0.0938,0.0104,0.0833
1049050,Durham,NC,Regency Beauty Institute-Durham,Predominantly certificate-degree granting,54,0,NaN,0.8678,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0556,0.463,0,0,0.0926
464608,Elk River,MN,Minnesota School of Business-Elk River,Predominantly associate's-degree granting,285,0,NaN,0.6432,0.4,0.3123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8386,0.014,0.0281,0.0105,0.0175
4051328,Greenville,SC,Brown Mackie College-Greenville,Predominantly associate's-degree granting,845,0,NaN,0.8705,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3243,0.6225,0.0402,0.0071,0
464202,Sioux Falls,SD,Globe University-Sioux Falls,Predominantly associate's-degree granting,165,0,NaN,0.6165,0.5,0.1697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6545,0.0303,0.0424,0.0061,0.0121
464201,Eau Claire,WI,Globe University-Eau Claire,Predominantly associate's-degree granting,215,0,NaN,0.7121,1,0.2605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9116,0,0.014,0.0233,0.014
2554801,Baton Rouge,LA,Vanguard College of Cosmetology-Baton Rouge,Predominantly certificate-degree granting,106,0,NaN,0.3889,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7264,0.2075,0.0283,0.0283,0.0094
464203,Minneapolis,MN,Globe University-Minneapolis,Predominantly associate's-degree granting,126,0,NaN,0.6628,1,0.1905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3968,0.3254,0.0556,0.0397,0.0079
2120708,Hesperia,CA,San Joaquin Valley College-Hesperia,Predominantly associate's-degree granting,578,0,NaN,0.939,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2543,0.1125,0.526,0.0121,0.0398
